,title,categories,article_lenght,views,refs_count,link_count,death,locations,end_date_clean,ongoing
49708148,Operation Phou Phiang II,"military conflict, operational plan",30420,5795,29,104,,Plain  of  Jars  Q870258,1972.0,False
49719190,Battle of Kirkuk (2015),military conflict,7555,4057,17,22,50 killed<br>46 wounded,Kirkuk  Q173310,2015.0,False
49720097,2016 Wilkinsburg mass shooting,civilian attack,7218,7396,10,29,+6,Wilkinsburg  Q1184857,2016.0,False
49733566,Operation Phou Phiang III,military conflict,9827,5759,14,56,,Plain  of  Jars  Q870258,1973.0,False
49741505,2016 Donald Trump Chicago rally protest,civil conflict,25466,130300,43,76,,UIC  Pavilion  Q3547208,2016.0,False
49748211,Battle of Amran,military conflict,8569,6162,16,30,,ʿAmrān  Q172597,2014.0,False
49750417,Operation Coyote,military conflict,2842,3483,2,29,,Arizona  Q816,2014.0,False
49750978,2010 Saric shootout,military conflict,2437,2873,2,19,,Sáric  Q2651753,2010.0,False
49752578,Operation Maharat II,military conflict,6860,5015,8,34,Unknown,Sala  Phou  Khoun|central  northern  Laos,1973.0,False
49760486,Protests against Donald Trump,civil conflict,158163,743286,323,460,,United  States  of  America  Q30,2016.0,False
49763887,2016 Grand-Bassam shootings,civilian attack,13324,88710,26,51,+22,Grand- Bassam  Q582922,2016.0,False
49764741,March 2016 Ankara bombing,civilian attack,44235,199962,84,124,+37,Kızılay  Q2115982,2016.0,False
49778805,Palmyra offensive (March 2016),military conflict,46269,280450,105,141,{{flagicon|Syria}} 191 killed <br> {{flagicon|Russia}} 3 killed <br> {{flagicon|Iran}} 1 killed,Tadmur  District  Q4120562,2016.0,False
49780249,Battle of Maarrat al-Nu'man (2016),military conflict,8647,2652,16,24,"7 killed, 40+ captured",Maarrat  al- Nu man  Q728226,2016.0,False
49802156,Aishiyeh massacre,civilian attack,2768,3851,4,17,70+,Aishiya  Q4699179,1976.0,False
49808161,2016 Maiduguri suicide bombings,civilian attack,4296,5973,8,19,22,Umamari|Nigeria,2016.0,False
49808266,2016 Peshawar bus bombing,civilian attack,2153,5620,6,14,+15,Peshawar  Q1113311,2016.0,False
49818495,Battle of Limonest,military conflict,4571,3296,0,30,"3,000",Limonest  Q605677,1814.0,False
49822738,ISIL insurgency in Tunisia,military conflict,22504,95092,43,60,"45 {{refn|See |ref| name=""29 June 2015""|ref| name=""24 November 2015""|ref| name=""9 March 2016""|ref| name=""20 March 2016""|ref| name=""27 October 2016""|ref| name=""9 November 2016""|ref| name=""12 March 2017""| |group|=|n}} –67+ {{refn|See |ref| name=""18 March 2015""|ref| name=""29 June 2015""|ref| name=""24 November 2015""|ref| name=""25 March 2016""|{{cite news|url=https://www.shemsfm.net/fr/actualites_tunisie-news_news-nationales/136363/habib-essid-55-terroristes-abattus-et-52-autres-arretes-a-ben-guerdene-136363|title=Habib Essid : 55 terroristes abattus et 52 autres arrêtés, à Ben Guerdene|website=Shems FM|date=25 March 2016|accessdate=21 August 2018}}|</ref>|ref| name=""20 March 2016""|ref| name=""27 October 2016""|ref| name=""9 November 2016""|ref| name=""12 March 2017""| |group|=|n}} killed<br>54+ captured",Tunisia  Q948,2015.0,False
49823751,Prussian invasion of Holland,military conflict,53142,13269,57,224,"211 deaths (71 killed, 140 died of disease)",Dutch  Republic  Q170072,1787.0,False
49827369,Siege of Zadar (998),military conflict,6927,5178,0,71,unknown,Zadar  Q3370,998.0,False
49831374,Tacub massacre,civilian attack,3390,5449,4,24,40 -66,Magsaysay  Q274243,1971.0,False
49842103,Operation Black Swan,military conflict,4567,163167,4,32,1 wounded,Los  Mochis  Q752460,2016.0,False
49845023,Sukhra's Hephthalite campaign,military conflict,3394,2598,0,24,,Near  Gorgan,484.0,False
49849015,Battle of Santomé,military conflict,3883,3883,0,24,Moderate,Savannah  of  Santomé|San  Juan  Province  Dominican  Republic San  Juan  Province Cambronal|nearby  Neiba,1855.0,False
49849027,Siege of Santo Domingo of 1808,military conflict,3068,643,0,18,,Eastern  Hispaniola,1809.0,False
49849036,Battle of Santiago (1660),military conflict,1613,726,0,12,Unknown,Santiago  de  los  Caballeros  Q42763,1660.0,False
49852149,March 2016 Istanbul bombing,civilian attack,16495,166571,28,61,+4,İstiklal  Avenue  Q344348,2016.0,False
49857739,2016 Jharkhand mob lynching,civilian attack,7003,24063,13,15,2,Latehar  district|India,2016.0,False
49869128,Scott's Oyster Bar bombing,civilian attack,7368,4783,4,49,1,20  Mount  Street|London Mount  Street|Mayfair|London,1975.0,False
49869327,Battle of Hit (2016),military conflict,27747,1667,54,69,"62+ killed, 50+ wounded",Hīt  District  Q4119531,2016.0,False
49872194,Battle of Sabana Real,military conflict,2179,1778,1,21,47 dead<br>130 wounded,Captaincy  General  of  Santo  Domingo  Q2919465,1691.0,False
49874342,Operation Blue Storm,military conflict,3810,3966,2,24,,Arizona  Q816,2012.0,False
49884448,Saudi-led intervention in Bahrain,military conflict,21576,52963,39,68,,Bahrain  Q398,2011.0,False
49884455,Operation Tinombala,military conflict,6399,14691,10,38,1 wounded,Poso  Q12492354,2016.0,False
49887203,Operation Black Lion,military conflict,11694,11395,11,52,Unknown,Southern  Laos,1972.0,False
49893974,Battle of Saint-Julien (1814),military conflict,25724,3748,0,129,650,Saint- Julien- en- Genevois  Q368160,1814.0,False
49896050,2016 Brussels bombings,civilian attack,76102,1692345,157,217,"35 (32 victims, 3 perpetrators)",Brussels  Airport  Q28934|Maelbeek Maalbeek  metro  station  Q2206139,2016.0,False
49900587,2016 Arish attack,civilian attack,3362,3094,6,24,+13,Arish  Q238452,,False
49907075,Operation Black Lion III,military conflict,7544,7862,9,36,Unknown,Southern  Laotian  panhandle,1973.0,False
49924056,Denver streetcar strike of 1920,civil conflict,9060,2322,6,34,,Denver|Colorado,1920.0,False
49925079,Operation Kruz Control,military conflict,4977,3159,2,30,,Arizona  Q816,2013.0,False
49936441,First Battle of Bar-sur-Aube,military conflict,24405,4232,0,127,"1,000–1,700",Bar- sur- Aube  Q209093,1814.0,False
49941844,Daraa offensive (March–April 2016),military conflict,33732,34162,58,80,,Daraa  Governorate  Q1689560,2016.0,False
49942250,Capture of Ovillers,military conflict,54109,5071,0,93,"1 July: 5,121",Picardy  Q13950,1916.0,False
49942702,1987 Rheindahlen bombing,civilian attack,6661,1795,4,42,0,RAF  Rheindahlen  Q7275538,1987.0,False
49943176,Shooting of David Byrne,civilian attack,8738,51998,12,47,1,Regency  Hotel|Swords|Dublin,,False
49945156,September 2015 Ma'rib Toshka missile attack,military conflict,4326,9189,8,27,None,Ma rib  Q335478,2015.0,False
49945729,2016 Aden car bombing,civilian attack,2623,13170,3,28,"17 soldiers, 10 civilians",Aden  Q131694,2016.0,False
49945829,Iskandariya suicide bombing,civilian attack,4608,19165,9,24,+41,Iskandariya  Q1029787,2016.0,False
49948217,JMBG protests,civil conflict,7187,2168,7,15,,Sarajevo|Bosnia  and  Herzegovina,2013.0,False
49952431,December 2015 Taiz missile attack,military conflict,3325,10600,3,26,None,Ta izz  Governorate  Q388330,2015.0,False
49955784,Operation Black Lion V,military conflict,7432,900,9,37,,Southern  Laos,1973.0,False
49957151,January 2016 Quetta suicide bombing,civilian attack,4007,4232,11,19,15,Quetta|Balochistan|Pakistan,2016.0,False
49957488,January 2016 Mogadishu attack,civilian attack,2681,3270,6,21,20,Mogadishu  Q2449,2016.0,False
49957604,February 2016 Mogadishu attack,civilian attack,1842,2610,2,17,14,Mogadishu  Q2449,2016.0,False
49963512,Battle of Kam Dakka,military conflict,5714,2033,0,34,"6 killed, 18 wounded",Kam  Dakka|actual  Nangrahar  province|Afghanistan,1879.0,False
49965286,Dutch military intervention against ISIL,military conflict,17362,258,32,52,None,Iraq  Q796,2014.0,False
49965938,2016 Lahore suicide bombing,civilian attack,18594,168725,36,77,+75,Gulshan- e- Iqbal  Park  Q15222292,2016.0,False
49974400,Peruvian civil war of 1856–1858,military conflict,1832,515,2,10,"5,000-6,000 killed and wounded",PER,1858.0,False
49974591,Battle of Talasea,military conflict,25483,7717,0,87,17 killed and 114 wounded,New  Britain  Q59771,1944.0,False
49977614,Battle of Andros (1790),military conflict,12071,5826,1,68,five ships lost; 565 dead and 53 wounded; several dozen captured and executed,Strait  between  Andros and  Cape  Kafireas,1790.0,False
49981627,Battle of Zvornik,military conflict,5338,4797,6,35,At least 2,Zvornik  Q231517,1943.0,False
49986073,Peruvian civil war of 1843–1844,military conflict,1922,268,0,12,,PER,1844.0,False
49988075,Hebron shooting incident,civilian attack,76975,83364,138,112,2 (1 attacker shot before the incident),,2016.0,False
49989910,Expedition of Ubaydah ibn al-Harith,military conflict,3726,5303,9,29,Unknown (Arrows fired),Rabigh  Q27274,623.0,False
49993306,Capture of Contalmaison,military conflict,66418,5026,0,82,"{{circa|12,000}}",Picardy  Q13950,1916.0,False
49994067,Night of the Long Knives (1992),military conflict,11301,21928,15,50,None,Belfast  Q10686,1992.0,False
49996387,Battles of Nakhang,military conflict,20933,1700,33,77,,Northern  Laos,1969.0,False
49997882,Operation Martyr Muath,military conflict,4447,15402,5,17,none,Raqqa  Q283368,2015.0,False
50005486,Great Raid of 1322,military conflict,4261,1748,2,59,,Northern  England  Q1788657,1322.0,False
50007439,First Battle of Ulrichen,military conflict,4290,595,4,23,,Ulrichen  Q662247,1211.0,False
50011386,Battle of Taguanes,military conflict,1762,1168,1,23,,Tinaquillo  Q1517139,1813.0,False
50018612,Battle of Mâcon (1814),military conflict,3162,3049,0,29,881–900,Mâcon  Q174247,1814.0,False
50019302,2016 Kidapawan protests,civil conflict,20926,20565,25,75,99 injured,Davao Cotabato  Road|br Kidapawan|North  Cotabato,2016.0,False
50019632,Six Years' War,military conflict,2775,1240,2,25,,Dominican  Republic  Q786,1874.0,False
50021324,Battle of Wismar (1711),military conflict,2173,2915,3,21,"478 killed,<br>1,500 captured (of which 470 were wounded)",Swedish  Wismar Wismar|Swedish  Empire|br present- day  Germany,1711.0,False
50021828,Evacuation of Kolkanpää,military conflict,2953,3188,4,26,"600–800 killed, wounded and captured",Kolkanpää|Swedish  Empire|br present- day  Russia,1708.0,False
50021902,2016 Nagorno-Karabakh clashes,military conflict,106211,104785,233,262,"Per Armenian sources:
* 91 troops killed (11 non-combat), 123 wounded * 9 civilians killed, 6 wounded * 14 tanks destroyed ----
Azerbaijani claim: * 320 soldiers killed, 500 wounded
* 30 tanks and armoured vehicles, 25 artillery pieces destroyed",Nagorno- Karabakh  Q44302,2016.0,False
50021973,Battle of Koporye,military conflict,2313,3669,3,27,70 killed,Koporye  fortress  Q1402157,1708.0,False
50023507,Battle of Bhuchar Mori,military conflict,24978,25698,27,107,"{{plainlist|
*100-200 warriors|ref| name=""PHI""|ref| name=""TS1882""|
*500 injured|ref| name=""PHI""|ref| name=""TS1882""|}} *500 injured",Bhuchar  Mori  Q24051101,1591.0,False
50026418,Manbij offensive,military conflict,127564,143050,276,234,"315 killed {{small|(SOHR claim)}} <br />1,650 killed {{small|(ISIL claim)}} <br/>264 killed {{small|(SDF claim)}} <br/>700–1,000 killed {{small|(other claims)}}",Manbij  Q1146939,2016.0,False
50031447,Battle of al-Qaryatayn (March–April 2016),military conflict,14460,28143,30,63,7 injured (pro-government claim; last day),Al- Qaryatayn  Q4703079,2016.0,False
50032324,March 2016 Diyarbakır bombing,civilian attack,3654,7025,8,17,7,Diyarbakır  Q83387,2016.0,False
50033853,Capture of Stuff Redoubt,military conflict,52420,4146,0,83,,Picardy  Q13950,1916.0,False
50040794,Northern Aleppo offensive (March–June 2016),military conflict,42424,41613,120,98,61 killed <small>(late May ISIL assault)</small>,Northern  Aleppo  Governorate|Syria,2016.0,False
50053430,Battle of Tonlé Sap,military conflict,3617,3808,6,40,?,Tonlé  Sap  Q199938,1177.0,False
50065250,Siege of Cairo,military conflict,14727,10116,11,69,"13,500 captured",Cairo  Q85,1801.0,False
50072189,Syrian protests (March–April 2016),civil conflict,10235,1012,16,76,"1 protester killed, 50 arrested (most released later)",Aleppo  Governorate|Idlib  Governorate|Homs  Governorate|fact date January  2018 Damascus  Governorate|fact date January  2018 Daraa  Governorate|and  al- Hasakah  Governorate|Syria,2016.0,False
50076590,Youth March for Integrated Schools (1958),civil conflict,2162,1408,2,18,,Lincoln  Memorial in  Washington|D C,1958.0,False
50077675,Nuit debout,civil conflict,46497,100172,74,169,,Paris  Q90|Lyon  Q456|Toulouse  Q7880|Strasbourg  Q6602|Marseille  Q23482|Bordeaux  Q1479|Avignon  Q6397|Nantes  Q12191|Perpignan  Q6730|Nice  Q33959|Rennes  Q647|Le  Havre  Q42810|Poitiers  Q6616|Nîmes  Q42807|Rouen  Q30974|Caen  Q41185|Alençon  Q181269|Metz  Q22690|Lille  Q648|Amiens  Q41604|Nancy  Q40898|Reims  Q41876|Besançon  Q37776|Dijon  Q7003|Limoges  Q45656|Tours  Q288|La  Roche- sur- Yon  Q190118|Tulle  Q157713|Redon  Q206837|Clermont- Ferrand  Q42168|Lorient  Q71724|Pau  Q132671|Brest  Q12193|Laval  Q184154|Calais  Q6454|Beauvais  Q174257|Angers  Q38380|Grenoble  Q1289|Niort  Q184159|Montreuil  Q193370|Foix  Q184392|Montpellier  Q6441|Alès  Q193183|Florac- Trois- Rivières  Q21979708|Auxerre  Q167600|Perpignan  Q6730|Chalon- sur- Saône  Q203645|Fontainebleau  Q182872|Saint- Denis  Q47045|Brussels  Q239|Liège  Q3992|Berlin  Q64|Valencia  Q8818|Zaragoza  Q10305|Tarragona  Q15088|Murcia  Q12225|Salamanca  Q15695|Madrid  Q2807|Lisbon  Q597,2016.0,False
50081957,Al-Dumayr offensive (April 2016),military conflict,9547,41101,21,41,35 killed {{cn|date|=|October 2018}},Al- Dumayr  Q345253,2016.0,False
50087827,Youth March for Integrated Schools (1959),civil conflict,2250,3979,2,21,,National  Sylvan  Theater in  Washington|D C,1959.0,False
50088945,Battle of Olkieniki (1706),military conflict,4688,3886,5,41,"60 wounded, unknown number of killed",Valkininkai  Q2121733,1706.0,False
50098963,2016 Icelandic anti-government protests,civil conflict,15102,17346,23,60,,Austurvöllur|Reykjavík,2016.0,False
50113637,Battle of Yanshi,military conflict,13920,9740,0,51,light,Yanshi  Q1337479,618.0,False
50114141,1970 Augusta riot,civil conflict,3709,6002,2,15,,Augusta|Georgia,1970.0,False
50115436,Battle of Tipo-Tipo,military conflict,7091,26349,8,37,18 killed<br>56 wounded,Tipo- Tipo  Q667595,2016.0,False
50131231,Hatun Asha ambush,military conflict,3483,5965,4,13,11,Hatun  Asha|Santo  Domingo  de  Acobamba  District|Huancayo  province,2016.0,False
50136187,Democracy Spring,civil conflict,19826,45456,43,87,,Washington|D C,2016.0,False
50141601,Operation Omari,military conflict,5844,26113,7,25,,Afghanistan  Q889,2016.0,False
50147031,2016 Jalalabad suicide bombing,civilian attack,1241,7040,1,11,12+,Jalalabad|Nangarhar  Province|Afghanistan,2016.0,False
50153114,Battle of Tepatitlán,military conflict,1152,3743,2,7,25 killed,Jalisco  Q13160,1929.0,False
50167938,Bloody Tuesday (1964),civil conflict,14174,15608,4,27,,Tuscaloosa|Alabama,1964.0,False
50168257,Gnjilane massacre,civilian attack,3849,6541,4,28,,,,False
50196456,2014 Hotel Amalo attack,civilian attack,5034,6457,8,31,27+,Buloburde  Q1018265,2014.0,False
50196592,Raid of 897 against Barcelona,military conflict,11265,231,11,104,,County  of  Barcelona  Q1233672,898.0,False
50201021,Battle of Varja,military conflict,3801,4344,5,36,"280 killed, wounded and captured",Varja  Q984313,1700.0,False
50207914,Murder of Christelle Bancourt,civilian attack,864,1036,0,12,,Marseille  Q23482,1985.0,False
50211512,Raid of 904 in Pallars and Ribagorza,military conflict,4144,165,4,65,,Catalan  counties  Q1232459,904.0,False
50219507,Battle of Güstow,military conflict,1555,3100,0,19,,Güstow  Prenzlau Q1562133,1758.0,False
50223143,Glinski rebellion,military conflict,43255,1232,72,116,,Grand  Duchy  of  Lithuania  Q49683,1508.0,False
50225559,2016 Jerusalem bus bombing,civilian attack,7543,14449,12,34,0 (+1 bomber),Jerusalem  Q1218,2016.0,False
50225888,Battle of Lenzen,military conflict,10851,22500,0,57,Heavy,Lenzen  Elbe Q625768,929.0,False
50228124,2016 Macedonian protests,civil conflict,42412,43186,80,183,,Mostly  in  Skopje|Republic  of  Macedonia Macedonia|also  in  Bitola|Strumica|Kumanovo|Prilep|Kočani|Štip Stip|Tetovo and  other  cities,2016.0,False
50230344,Battle of Nybøl,military conflict,1371,3048,3,12,225 killed and wounded,Nybøl  Parish|Sundeved,1848.0,False
50230429,Battle of Kolding (1849),military conflict,1083,3150,0,10,"52 killed, 265 wounded",Kolding  Q27119,1849.0,False
50230488,Skirmish of Oversø,military conflict,1152,3070,0,13,minimal,near  Flensburg|Southern  Schleswig,1848.0,False
50230713,Battle of Dybbøl (1848),military conflict,2533,7211,6,24,337 killed and wounded,Dybbøl  Q2567585,1848.0,False
50230829,Battle of Eckernförde,military conflict,2705,6630,7,11,"4 killed, 14 wounded",Schleswig  Bay|near  Kiel,1849.0,False
50235408,April 2016 Kabul attack,civilian attack,8152,76073,11,48,+71,Kabul  Q5838,2016.0,False
50244820,April 2016 Idlib bombings,civilian attack,3155,2423,3,24,41-48+,Maarrat  al- Nu man  Q728226,2016.0,False
50251104,Battle of Chocontá,military conflict,5702,4120,4,52,''unknown'',Chocontá  Q1525247,,False
50270967,Battle of Qamishli (April 2016),military conflict,10292,19696,18,34,16 killed,Qamishli  Q212757,2016.0,False
50279101,2016 Belize-Guatemala border standoff,military conflict,3792,5851,6,13,,Belize Guatemala  border  Q3089000,,False
50280155,"Pike County, Ohio, shootings",civilian attack,40185,91967,69,75,+8,Ohio  Q1397,2016.0,False
50280659,Genocide of Yazidis by ISIL,civilian attack,73365,348018,135,209,"2,100 to 4,400 (per [[Sinjar massacre]])",plainlist flagicon  image Flag_of_Iraq svg Sinjar|Iraq flag Syria ref name US  recognition flagicon  image Flag_of_Iraq svg Sinjar|Iraq flag Syria,2014.0,False
50293379,Battle of Pyzdry (1331),military conflict,1888,2250,0,24,,Pyzdry  Q990779,1331.0,False
50302739,1990 Mass Uprising in Bangladesh,military conflict,19293,18257,15,72,,Dhaka  Q1354,1990.0,False
50339495,Monte Tchota massacre,civilian attack,5352,16124,9,14,"8 Cape Verdean soldiers and 3 civilian contractors (2 Spanish, 1 Cape Verdean)",Monte  Tchota|Santiago|Cape  Verde Santiago  Island|Cape  Verde,2016.0,False
50340469,Pahang Civil War,military conflict,42682,8452,99,157,,Pahang  Kingdom,1863.0,False
50345159,2016 Bursa bombing,civilian attack,5976,13077,11,30,1 (the perpetrator),near  Grand  Mosque  of  Bursa Grand  Mosque|Osmangazi|Bursa,2016.0,False
50348806,Battle of Mukalla (2016),military conflict,15358,14913,35,37,"89–91 killed<br>30 wounded <small>(''by airstrikes'')</small><br>100–800 killed <small>(''ground offensive, Saudi coalition claims'')</small> <br>8-250 captured<br>10 killed <small>(''AQAP claims during ground offensive'')</small> <br>'''Total''':<br>927-1171",Mukalla  Q310772,2016.0,False
50355808,Preston Somers Expedition,military conflict,25869,6406,30,108,500 dead <br>11 ships burned,Venezuela  Province  Q3408341,1595.0,False
50369594,Dagestan massacre,military conflict,15156,165933,13,44,At least 6 killed,Tukhchar|Novolaksky  District Novolak  district|Dagestan|Russia,1999.0,False
50370491,Rif Dimashq offensive (April–May 2016),military conflict,22214,45518,52,60,,Ghouta  Q1522001,2016.0,False
50373233,Heidelberg Tavern massacre,civilian attack,2279,5191,2,16,4,Observatory  Q3025268,,False
50373289,Sizzlers massacre,civilian attack,984,6967,2,4,9,Sea  Point  Q2383557,2003.0,False
50374273,Piet Retief Delegation massacre,civilian attack,4222,22403,4,24,+100,Hloma  mabuto|uMgungundlovu|KwaZulu- Natal|RSA,1838.0,False
50374689,April 2016 Baghdad bombing,civilian attack,2571,13123,3,29,+38,Baghdad  Q1530,2016.0,False
50378579,Aleppo bombings (April–July 2016),civilian attack,8195,43751,13,43,*525 killed by government airstrikes and shelling ([[SOHR]] claim) *416 killed by rebel bombardment,Aleppo  Q41183,2016.0,False
50378846,Battle of Fardykambos,military conflict,19261,6676,1,65,"3 partisans, 1 civilian killed<br> 10 partisans, 3 civilians wounded",Siatista  Q677249,1943.0,False
50378938,Battle of Menina,military conflict,1584,2612,1,18,"22 killed, 53 wounded",Menina|Thesprotia Menina|Thesprotia,1944.0,False
50385773,May 2016 Gaziantep bombing,civilian attack,6790,10177,10,35,2 police personnel<br>1 perpetrator,Police  Headquarters|Şehitkamil|Gaziantep|Turkey,2016.0,False
50386991,Derdepoort massacre,civilian attack,1185,2079,1,13,+2,Derdepoort|North- West South  African  Republic,1899.0,False
50398937,Misrata ambush,military conflict,2763,10009,2,27,Several captured or killed,Misrata  Q131323,2016.0,False
50402454,1968 movement in Italy,civil conflict,4434,14355,9,13,,Italy,1968.0,False
50406608,Johannesburg Magistrate's Court bombing,civilian attack,1983,2800,3,16,3 police,Magistrate s  court|Johannesburg|Transvaal  Province modern  day  Gauteng  Province,1987.0,False
50407783,Durban beach-front bombing,civilian attack,2144,8012,2,12,3,Durban  Q5468,1987.0,False
50407868,Amanzimtoti bombing,civilian attack,1773,6336,1,14,5,Amanzimtoti  Q454587,1985.0,False
50413575,Scranton general strike,civil conflict,45386,3852,41,77,+4,Scranton  Q271395,1877.0,False
50428648,Battle of Benghazi (2014–2017),military conflict,70496,22000,155,78,"{{flagicon|Libya}} 5,000 killed <br> {{Flagicon|France}} 3 [[DGSE]] operators killed, 1 helicopter downed",Benghazi  Q40816,2017.0,False
50429564,2016 Samawa bombing,civilian attack,2488,9998,2,26,33+ (+2),Samawah  Q750679,2016.0,False
50439854,Battle of Barawala Kalay Valley,military conflict,8558,19368,11,31,6 killed <br>7 wounded,Kunar  Q188147,2011.0,False
50445824,Western Iran clashes (2016–present),military conflict,40575,15942,68,102,IRGC: 14 {{ref label|iran|a}} to 113-116+ {{ref label|kurd|b}} killed {{better source|date|=|December 2016}} <br>Basiji 2 {{ref label|iran|a}} to 9 {{ref label|kurd|b}} killed<br>Border guards: 6 killed {{ref label|iran|a}},Kurdistan  Province  Q134386,2016.0,False
50445944,The Defence of the Magazine at Delhi,military conflict,4996,2006,2,16,,Delhi  Q1353,1857.0,False
50448977,Murder of Jamiel Shaw II,civilian attack,8555,70627,10,58,1,2150  Fifth  Avenue|Arlington  Heights|Los  Angeles|California|U S,2008.0,False
50452828,Siege of Aden,military conflict,5999,1455,7,33,Heavy,Aden  Q131694,1513.0,False
50471993,Battle of the Trouée de Charmes,military conflict,10377,7469,0,73,,Nancy  Q40898,1914.0,False
50474473,1973 Samita border skirmish,military conflict,8307,12203,2,56,2 killed<br>others wounded,Flagdeco Kuwait Kuwait,300.0,False
50490360,Siege of Caudebec,military conflict,13413,5603,16,46,unknown,Caudebec- en- Caux  Q640089,1592.0,False
50497548,Munich knife attack,civilian attack,16864,37723,25,47,+1,Grafing  station  Q1541576,2016.0,False
50497869,Pata Island massacre,military conflict,6603,12020,6,44,119 -124 killed,Pata  Q156225,1981.0,False
50498184,Kamuna refugee camp massacre,civilian attack,6464,10815,8,37,28–30,Sarmada  Q7424272,,False
50508935,Palma Sola massacre,civilian attack,5537,5942,3,40,600,Palma  Sola|San  Juan Palma  Sola|San  Juan  Province  Dominican  Republic San  Juan|Dominican  Republic,1962.0,False
50511859,11 May 2016 Baghdad bombings,civilian attack,6375,59138,10,36,+110,Baghdad  Q1530,2016.0,False
50513760,May 2016 Diyarbakır bombing,civilian attack,2922,5016,4,21,3,Diyarbakır  Q83387,2016.0,False
50516116,Battle of Derna (1912),military conflict,1670,4842,1,19,150 killed<br />195 wounded,Derna|Ottoman  Empire now  Libya,1912.0,False
50519710,Patikul massacre,military conflict,6954,20099,9,49,35 killed,Patikul  Q156244,1977.0,False
50520249,Attack on Marstrand,military conflict,42269,2947,50,123,,Marstrand  Q406556,1719.0,False
50526478,Siege of Paris (1429),military conflict,6994,31100,0,82,"500 dead <br/>1,000 wounded",Paris  Q90,1429.0,False
50526491,Battle of Kuwayfia,military conflict,2093,3621,2,19,21 dead<br />50 injured,Benghazi  Q40816,1911.0,False
50532882,Song conquest of Later Shu,military conflict,1637,1005,2,25,,Later  Shu  Q526507,965.0,False
50535617,1914 Saint John street railway strike,civil conflict,14249,1166,3,59,,Saint  John|New  Brunswick Saint  John|New  Brunswick|Canada,1914.0,False
50537236,Real Madrid fan club massacres,civilian attack,7779,12052,13,40,"'''Total:''' 28+ (+1 bomber) <br /> 
* May 13: 16+
* May 29: 12+ (+1 bomber)",Balad  District  Q4849763,2016.0,False
50537462,Battle of the Shaer gas field (2016),military conflict,6726,1348,15,21,16 killed (1st day),Palmyra  Q5747,2016.0,False
50545046,March to Reims,military conflict,12463,16964,1,153,,Kingdom  of  France  Q70972,1429.0,False
50547622,Siege of Azekah,military conflict,4033,2178,0,30,''Unknown'',Azekah  Q723564,701.0,False
50549866,Battle of Lüne and the Elbe (Saxon Wars),military conflict,2822,1192,0,11,,Lüne,795.0,False
50553663,Battle of Sambat,military conflict,9565,3620,5,40,Unknown (Heavy),Pagsanjan  Q75905,1896.0,False
50559163,May 2016 Dürümlü bombing,civilian attack,2394,7199,4,20,16 ( {{small|civilians}} ),Diyarbakır  Q83387,2016.0,False
50559685,May 2016 Yemen police bombings,civilian attack,4286,9969,3,41,47+ (+1),Mukalla  Q310772,2016.0,False
50560532,Battle of Loulin,military conflict,15760,1668,8,91,,Loulin  present- day  Fengyang  County|Anhui,645.0,False
50562888,East Ghouta inter-rebel conflict (April–May 2016),military conflict,7706,31816,13,26,,Ghouta  Q1522001,2016.0,False
50564571,Rif Dimashq offensive (February–April 2018),military conflict,121841,121066,279,216,"{{flagicon image|Flag of Syria.svg}} 520–541 killed, <br/>2 captured <br> {{flagicon image|Flag of Russia.svg}} 2–3 killed",Ghouta  Q1522001,2018.0,False
50567259,Transkei War,military conflict,1026,679,0,5,"Unknown<br>7,000 people of all races left homeless.",South  Africa  Q258,1836.0,False
50567682,May 2016 Baghdad bombings,civilian attack,3590,7746,5,27,101+,Baghdad  Q1530,2016.0,False
50569298,Zacatecas rebellion of 1835,military conflict,3438,2935,3,16,100 dead,Zacatecas,1835.0,False
50570967,Ar-Rutbah offensive (2016),military conflict,7618,28776,11,31,"4 killed,<br /> 5 wounded",Ar  Rutba  District  Q4119693,2016.0,False
50577802,2016 Baghdad gas plant attack,civilian attack,3184,3785,4,22,"14+ (9 attackers also killed, maybe more)",Taji  Q767525,2016.0,False
50585756,FULRO insurgency against Vietnam,military conflict,98205,34649,138,98,,South  Vietnam  Q180573,1992.0,False
50586349,Siege of Knodsenburg,military conflict,18318,4022,18,88,100,Knodsenburg|Betuwe|near  Nijmegen br present- day  the  Netherlands,1591.0,False
50592426,Battle of Alexandrovsky Fort,military conflict,7396,978,6,18,"2 auxiliary cruisers damaged. 5 killed, 7 wounded.",Tupkaragan  District  Q720422,1919.0,False
50597919,Lombard–Gepid War (567),military conflict,3870,6940,0,34,,Gepids Kingdom  of  the  Gepids Kingdom  of  the  Gepids,,False
50607356,2016 Nenzing shooting,civilian attack,3494,6074,3,22,3 (including the perpetrator),Nenzing  Q646969,2016.0,False
50608718,Battle of Fallujah (2016),military conflict,50392,256262,101,114,"394–900+ killed,<br>3,308 wounded",Fallujah  Q191170|Al- Karmah  Q4702665,2016.0,False
50611914,2016 Newfoundland and Labrador budget protests,civil conflict,9617,5742,38,50,,Newfoundland  and  Labrador|Canada,2016.0,False
50615029,2016 White House shooting,civilian attack,5168,13649,6,20,0,White  House  Q35525,2016.0,False
50618367,Pittsburgh railroad strike of 1877,civil conflict,47605,5062,32,107,+61,Pittsburgh  Q1342,1877.0,False
